LAT,LON,ER100,ER150,ER_Prob,RP10,RP20,RP50,RP100,RP_Avg,P_D1,P_D2,P_D3,P_D4,Drought_Prob,RP_Prob,Composite_Hazard
6.5,66.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,66.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,67,0,0,0,,,,,,0,0,0,0,0,,
6.5,67.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,67.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,67.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,68,0,0,0,,,,,,0,0,0,0,0,,
6.5,68.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,68.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,68.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,69,0,0,0,,,,,,0,0,0,0,0,,
6.5,69.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,69.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,69.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,70,0,0,0,,,,,,0,0,0,0,0,,
6.5,70.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,70.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,70.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,71,0,0,0,,,,,,0,0,0,0,0,,
6.5,71.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,71.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,71.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,72,0,0,0,,,,,,0,0,0,0,0,,
6.5,72.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,72.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,72.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,73,0,0,0,,,,,,0,0,0,0,0,,
6.5,73.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,73.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,73.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,74,0,0,0,,,,,,0,0,0,0,0,,
6.5,74.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,74.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,74.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,75,0,0,0,,,,,,0,0,0,0,0,,
6.5,75.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,75.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,75.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,76,0,0,0,,,,,,0,0,0,0,0,,
6.5,76.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,76.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,76.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,77,0,0,0,,,,,,0,0,0,0,0,,
6.5,77.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,77.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,77.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,78,0,0,0,,,,,,0,0,0,0,0,,
6.5,78.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,78.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,78.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,79,0,0,0,,,,,,0,0,0,0,0,,
6.5,79.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,79.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,79.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,80,0,0,0,,,,,,0,0,0,0,0,,
6.5,80.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,80.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,80.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,81,0,0,0,,,,,,0,0,0,0,0,,
6.5,81.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,81.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,81.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,82,0,0,0,,,,,,0,0,0,0,0,,
6.5,82.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,82.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,82.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,83,0,0,0,,,,,,0,0,0,0,0,,
6.5,83.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,83.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,83.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,84,0,0,0,,,,,,0,0,0,0,0,,
6.5,84.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,84.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,84.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,85,0,0,0,,,,,,0,0,0,0,0,,
6.5,85.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,85.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,85.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,86,0,0,0,,,,,,0,0,0,0,0,,
6.5,86.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,86.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,86.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,87,0,0,0,,,,,,0,0,0,0,0,,
6.5,87.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,87.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,87.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,88,0,0,0,,,,,,0,0,0,0,0,,
6.5,88.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,88.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,88.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,89,0,0,0,,,,,,0,0,0,0,0,,
6.5,89.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,89.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,89.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,90,0,0,0,,,,,,0,0,0,0,0,,
6.5,90.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,90.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,90.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,91,0,0,0,,,,,,0,0,0,0,0,,
6.5,91.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,91.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,91.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,92,0,0,0,,,,,,0,0,0,0,0,,
6.5,92.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,92.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,92.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,93,0,0,0,,,,,,0,0,0,0,0,,
6.5,93.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,93.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,93.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,94,0,0,0,,,,,,0,0,0,0,0,,
6.5,94.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,94.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,94.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,95,0,0,0,,,,,,0,0,0,0,0,,
6.5,95.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,95.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,95.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,96,0,0,0,,,,,,0,0,0,0,0,,
6.5,96.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,96.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,96.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,97,0,0,0,,,,,,0,0,0,0,0,,
6.5,97.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,97.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,97.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,98,0,0,0,,,,,,0,0,0,0,0,,
6.5,98.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,98.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,98.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,99,0,0,0,,,,,,0,0,0,0,0,,
6.5,99.25,0,0,0,,,,,,0,0,0,0,0,,
6.5,99.5,0,0,0,,,,,,0,0,0,0,0,,
6.5,99.75,0,0,0,,,,,,0,0,0,0,0,,
6.5,100,0,0,0,,,,,,0,0,0,0,0,,
6.75,66.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,66.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,67,0,0,0,,,,,,0,0,0,0,0,,
6.75,67.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,67.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,67.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,68,0,0,0,,,,,,0,0,0,0,0,,
6.75,68.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,68.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,68.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,69,0,0,0,,,,,,0,0,0,0,0,,
6.75,69.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,69.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,69.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,70,0,0,0,,,,,,0,0,0,0,0,,
6.75,70.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,70.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,70.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,71,0,0,0,,,,,,0,0,0,0,0,,
6.75,71.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,71.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,71.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,72,0,0,0,,,,,,0,0,0,0,0,,
6.75,72.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,72.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,72.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,73,0,0,0,,,,,,0,0,0,0,0,,
6.75,73.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,73.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,73.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,74,0,0,0,,,,,,0,0,0,0,0,,
6.75,74.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,74.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,74.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,75,0,0,0,,,,,,0,0,0,0,0,,
6.75,75.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,75.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,75.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,76,0,0,0,,,,,,0,0,0,0,0,,
6.75,76.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,76.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,76.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,77,0,0,0,,,,,,0,0,0,0,0,,
6.75,77.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,77.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,77.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,78,0,0,0,,,,,,0,0,0,0,0,,
6.75,78.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,78.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,78.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,79,0,0,0,,,,,,0,0,0,0,0,,
6.75,79.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,79.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,79.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,80,0,0,0,,,,,,0,0,0,0,0,,
6.75,80.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,80.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,80.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,81,0,0,0,,,,,,0,0,0,0,0,,
6.75,81.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,81.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,81.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,82,0,0,0,,,,,,0,0,0,0,0,,
6.75,82.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,82.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,82.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,83,0,0,0,,,,,,0,0,0,0,0,,
6.75,83.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,83.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,83.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,84,0,0,0,,,,,,0,0,0,0,0,,
6.75,84.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,84.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,84.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,85,0,0,0,,,,,,0,0,0,0,0,,
6.75,85.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,85.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,85.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,86,0,0,0,,,,,,0,0,0,0,0,,
6.75,86.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,86.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,86.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,87,0,0,0,,,,,,0,0,0,0,0,,
6.75,87.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,87.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,87.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,88,0,0,0,,,,,,0,0,0,0,0,,
6.75,88.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,88.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,88.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,89,0,0,0,,,,,,0,0,0,0,0,,
6.75,89.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,89.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,89.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,90,0,0,0,,,,,,0,0,0,0,0,,
6.75,90.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,90.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,90.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,91,0,0,0,,,,,,0,0,0,0,0,,
6.75,91.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,91.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,91.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,92,0,0,0,,,,,,0,0,0,0,0,,
6.75,92.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,92.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,92.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,93,0,0,0,,,,,,0,0,0,0,0,,
6.75,93.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,93.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,93.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,94,0,0,0,,,,,,0,0,0,0,0,,
6.75,94.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,94.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,94.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,95,0,0,0,,,,,,0,0,0,0,0,,
6.75,95.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,95.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,95.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,96,0,0,0,,,,,,0,0,0,0,0,,
6.75,96.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,96.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,96.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,97,0,0,0,,,,,,0,0,0,0,0,,
6.75,97.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,97.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,97.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,98,0,0,0,,,,,,0,0,0,0,0,,
6.75,98.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,98.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,98.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,99,0,0,0,,,,,,0,0,0,0,0,,
6.75,99.25,0,0,0,,,,,,0,0,0,0,0,,
6.75,99.5,0,0,0,,,,,,0,0,0,0,0,,
6.75,99.75,0,0,0,,,,,,0,0,0,0,0,,
6.75,100,0,0,0,,,,,,0,0,0,0,0,,
7,66.5,0,0,0,,,,,,0,0,0,0,0,,
7,66.75,0,0,0,,,,,,0,0,0,0,0,,
7,67,0,0,0,,,,,,0,0,0,0,0,,
7,67.25,0,0,0,,,,,,0,0,0,0,0,,
7,67.5,0,0,0,,,,,,0,0,0,0,0,,
7,67.75,0,0,0,,,,,,0,0,0,0,0,,
7,68,0,0,0,,,,,,0,0,0,0,0,,
7,68.25,0,0,0,,,,,,0,0,0,0,0,,
7,68.5,0,0,0,,,,,,0,0,0,0,0,,
7,68.75,0,0,0,,,,,,0,0,0,0,0,,
7,69,0,0,0,,,,,,0,0,0,0,0,,
7,69.25,0,0,0,,,,,,0,0,0,0,0,,
7,69.5,0,0,0,,,,,,0,0,0,0,0,,
7,69.75,0,0,0,,,,,,0,0,0,0,0,,
7,70,0,0,0,,,,,,0,0,0,0,0,,
7,70.25,0,0,0,,,,,,0,0,0,0,0,,
7,70.5,0,0,0,,,,,,0,0,0,0,0,,
7,70.75,0,0,0,,,,,,0,0,0,0,0,,
7,71,0,0,0,,,,,,0,0,0,0,0,,
7,71.25,0,0,0,,,,,,0,0,0,0,0,,
7,71.5,0,0,0,,,,,,0,0,0,0,0,,
7,71.75,0,0,0,,,,,,0,0,0,0,0,,
7,72,0,0,0,,,,,,0,0,0,0,0,,
7,72.25,0,0,0,,,,,,0,0,0,0,0,,
7,72.5,0,0,0,,,,,,0,0,0,0,0,,
7,72.75,0,0,0,,,,,,0,0,0,0,0,,
7,73,0,0,0,,,,,,0,0,0,0,0,,
7,73.25,0,0,0,,,,,,0,0,0,0,0,,
7,73.5,0,0,0,,,,,,0,0,0,0,0,,
7,73.75,0,0,0,,,,,,0,0,0,0,0,,
7,74,0,0,0,,,,,,0,0,0,0,0,,
7,74.25,0,0,0,,,,,,0,0,0,0,0,,
7,74.5,0,0,0,,,,,,0,0,0,0,0,,
7,74.75,0,0,0,,,,,,0,0,0,0,0,,
7,75,0,0,0,,,,,,0,0,0,0,0,,
7,75.25,0,0,0,,,,,,0,0,0,0,0,,
7,75.5,0,0,0,,,,,,0,0,0,0,0,,
7,75.75,0,0,0,,,,,,0,0,0,0,0,,
7,76,0,0,0,,,,,,0,0,0,0,0,,
7,76.25,0,0,0,,,,,,0,0,0,0,0,,
7,76.5,0,0,0,,,,,,0,0,0,0,0,,
7,76.75,0,0,0,,,,,,0,0,0,0,0,,
7,77,0,0,0,,,,,,0,0,0,0,0,,
7,77.25,0,0,0,,,,,,0,0,0,0,0,,
7,77.5,0,0,0,,,,,,0,0,0,0,0,,
7,77.75,0,0,0,,,,,,0,0,0,0,0,,
7,78,0,0,0,,,,,,0,0,0,0,0,,
7,78.25,0,0,0,,,,,,0,0,0,0,0,,
7,78.5,0,0,0,,,,,,0,0,0,0,0,,
7,78.75,0,0,0,,,,,,0,0,0,0,0,,
7,79,0,0,0,,,,,,0,0,0,0,0,,
7,79.25,0,0,0,,,,,,0,0,0,0,0,,
7,79.5,0,0,0,,,,,,0,0,0,0,0,,
7,79.75,0,0,0,,,,,,0,0,0,0,0,,
7,80,0,0,0,,,,,,0,0,0,0,0,,
7,80.25,0,0,0,,,,,,0,0,0,0,0,,
7,80.5,0,0,0,,,,,,0,0,0,0,0,,
7,80.75,0,0,0,,,,,,0,0,0,0,0,,
7,81,0,0,0,,,,,,0,0,0,0,0,,
7,81.25,0,0,0,,,,,,0,0,0,0,0,,
7,81.5,0,0,0,,,,,,0,0,0,0,0,,
7,81.75,0,0,0,,,,,,0,0,0,0,0,,
7,82,0,0,0,,,,,,0,0,0,0,0,,
7,82.25,0,0,0,,,,,,0,0,0,0,0,,
7,82.5,0,0,0,,,,,,0,0,0,0,0,,
7,82.75,0,0,0,,,,,,0,0,0,0,0,,
7,83,0,0,0,,,,,,0,0,0,0,0,,
7,83.25,0,0,0,,,,,,0,0,0,0,0,,
7,83.5,0,0,0,,,,,,0,0,0,0,0,,
7,83.75,0,0,0,,,,,,0,0,0,0,0,,
7,84,0,0,0,,,,,,0,0,0,0,0,,
7,84.25,0,0,0,,,,,,0,0,0,0,0,,
7,84.5,0,0,0,,,,,,0,0,0,0,0,,
7,84.75,0,0,0,,,,,,0,0,0,0,0,,
7,85,0,0,0,,,,,,0,0,0,0,0,,
7,85.25,0,0,0,,,,,,0,0,0,0,0,,
7,85.5,0,0,0,,,,,,0,0,0,0,0,,
7,85.75,0,0,0,,,,,,0,0,0,0,0,,
7,86,0,0,0,,,,,,0,0,0,0,0,,
7,86.25,0,0,0,,,,,,0,0,0,0,0,,
7,86.5,0,0,0,,,,,,0,0,0,0,0,,
7,86.75,0,0,0,,,,,,0,0,0,0,0,,
7,87,0,0,0,,,,,,0,0,0,0,0,,
7,87.25,0,0,0,,,,,,0,0,0,0,0,,
7,87.5,0,0,0,,,,,,0,0,0,0,0,,
7,87.75,0,0,0,,,,,,0,0,0,0,0,,
7,88,0,0,0,,,,,,0,0,0,0,0,,
7,88.25,0,0,0,,,,,,0,0,0,0,0,,
7,88.5,0,0,0,,,,,,0,0,0,0,0,,
7,88.75,0,0,0,,,,,,0,0,0,0,0,,
7,89,0,0,0,,,,,,0,0,0,0,0,,
7,89.25,0,0,0,,,,,,0,0,0,0,0,,
7,89.5,0,0,0,,,,,,0,0,0,0,0,,
7,89.75,0,0,0,,,,,,0,0,0,0,0,,
7,90,0,0,0,,,,,,0,0,0,0,0,,
7,90.25,0,0,0,,,,,,0,0,0,0,0,,
7,90.5,0,0,0,,,,,,0,0,0,0,0,,
7,90.75,0,0,0,,,,,,0,0,0,0,0,,
7,91,0,0,0,,,,,,0,0,0,0,0,,
7,91.25,0,0,0,,,,,,0,0,0,0,0,,
7,91.5,0,0,0,,,,,,0,0,0,0,0,,
7,91.75,0,0,0,,,,,,0,0,0,0,0,,
7,92,0,0,0,,,,,,0,0,0,0,0,,
7,92.25,0,0,0,,,,,,0,0,0,0,0,,
7,92.5,0,0,0,,,,,,0,0,0,0,0,,
7,92.75,0,0,0,,,,,,0,0,0,0,0,,
7,93,0,0,0,,,,,,0,0,0,0,0,,
7,93.25,0,0,0,,,,,,0,0,0,0,0,,
7,93.5,0,0,0,,,,,,0,0,0,0,0,,
7,93.75,0,0,0,,,,,,0,0,0,0,0,,
7,94,0,0,0,,,,,,0,0,0,0,0,,
7,94.25,0,0,0,,,,,,0,0,0,0,0,,
7,94.5,0,0,0,,,,,,0,0,0,0,0,,
7,94.75,0,0,0,,,,,,0,0,0,0,0,,
7,95,0,0,0,,,,,,0,0,0,0,0,,
7,95.25,0,0,0,,,,,,0,0,0,0,0,,
7,95.5,0,0,0,,,,,,0,0,0,0,0,,
7,95.75,0,0,0,,,,,,0,0,0,0,0,,
7,96,0,0,0,,,,,,0,0,0,0,0,,
7,96.25,0,0,0,,,,,,0,0,0,0,0,,
7,96.5,0,0,0,,,,,,0,0,0,0,0,,
7,96.75,0,0,0,,,,,,0,0,0,0,0,,
7,97,0,0,0,,,,,,0,0,0,0,0,,
7,97.25,0,0,0,,,,,,0,0,0,0,0,,
7,97.5,0,0,0,,,,,,0,0,0,0,0,,
7,97.75,0,0,0,,,,,,0,0,0,0,0,,
7,98,0,0,0,,,,,,0,0,0,0,0,,
7,98.25,0,0,0,,,,,,0,0,0,0,0,,
7,98.5,0,0,0,,,,,,0,0,0,0,0,,
7,98.75,0,0,0,,,,,,0,0,0,0,0,,
7,99,0,0,0,,,,,,0,0,0,0,0,,
7,99.25,0,0,0,,,,,,0,0,0,0,0,,
7,99.5,0,0,0,,,,,,0,0,0,0,0,,
7,99.75,0,0,0,,,,,,0,0,0,0,0,,
7,100,0,0,0,,,,,,0,0,0,0,0,,
7.25,66.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,66.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,67,0,0,0,,,,,,0,0,0,0,0,,
7.25,67.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,67.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,67.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,68,0,0,0,,,,,,0,0,0,0,0,,
7.25,68.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,68.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,68.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,69,0,0,0,,,,,,0,0,0,0,0,,
7.25,69.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,69.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,69.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,70,0,0,0,,,,,,0,0,0,0,0,,
7.25,70.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,70.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,70.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,71,0,0,0,,,,,,0,0,0,0,0,,
7.25,71.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,71.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,71.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,72,0,0,0,,,,,,0,0,0,0,0,,
7.25,72.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,72.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,72.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,73,0,0,0,,,,,,0,0,0,0,0,,
7.25,73.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,73.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,73.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,74,0,0,0,,,,,,0,0,0,0,0,,
7.25,74.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,74.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,74.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,75,0,0,0,,,,,,0,0,0,0,0,,
7.25,75.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,75.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,75.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,76,0,0,0,,,,,,0,0,0,0,0,,
7.25,76.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,76.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,76.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,77,0,0,0,,,,,,0,0,0,0,0,,
7.25,77.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,77.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,77.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,78,0,0,0,,,,,,0,0,0,0,0,,
7.25,78.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,78.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,78.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,79,0,0,0,,,,,,0,0,0,0,0,,
7.25,79.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,79.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,79.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,80,0,0,0,,,,,,0,0,0,0,0,,
7.25,80.25,0,0,0,,,,,,0,0,0,0,0,,
7.25,80.5,0,0,0,,,,,,0,0,0,0,0,,
7.25,80.75,0,0,0,,,,,,0,0,0,0,0,,
7.25,81,0,0,0,,,,,,0,0,0,0,0,,
7.25,81.25,0,0,0,,,,,,0,0,0,0,0,,
